title,start_date,end_date,place,cast,runtime,age,tickets,story,genre,prstate,time
파과: 뭉그러진 과일,2024.03.15,2024.05.26,2024.05.26,"차지연, 구원영, 신성록, 김재욱, 노윤, 지현준, 최재웅 등",2시간 20분,만 13세 이상,"VIP석 120,000원, OP석 120,000원, R석 90,000원, S석 60,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00), HOL(14:00,18:00)"
넥스트 투 노멀,2024.03.05,2024.05.19,2024.05.19,"최정원, 배해선, 이건명, 마이클리, 유회승, 홍기범, 김환희 등",2시간 20분,만 9세 이상,"VIP석 130,000원, R석 110,000원, S석 80,000원, A석 60,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(19:30), 토요일(15:00,19:00), 일요일(14:00,18:00)"
이솝이야기,2024.02.16,2024.04.14,2024.04.14,"전성우, 황휘순, 이준우, 송상은, 장민제, 김도빈, 김대현 등",1시간 40분,만 13세 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00), HOL(14:00,18:00)"
디아길레프,2024.03.19,2024.06.09,2024.06.09,"한선천, 이윤영, 윤철주, 김재한, 강정우, 박상준, 안재영 등",1시간 40분,만 13세 이상,"R석 70,000원, S석 50,000원",,뮤지컬,공연완료,"화요일(20:00), 수요일(16:00,20:00), 목요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00), HOL(14:00,18:00)"
레미제라블 [대구],2024.03.21,2024.04.07,2024.04.07,"민우혁, 최재림, 김우형, 조정은, 임기홍, 박준면, 김영주 등",3시간,만 7세 이상,"VIP석 180,000원, R석 150,000원, S석 120,000원, A석 90,000원, B석 60,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
WONDERLAND THEATRE,2024.01.27,2024.01.28,2024.01.28,"고훈정, 김바울, 유채훈, 박혜나, 신영숙, 장은아, 정선아 등",2시간 10분,만 7세 이상,"R석 132,000원, S석 110,000원, A석 88,000원",,뮤지컬,공연완료,"토요일(17:00), 일요일(14:30,19:30)"
마법천자문: 한자 마법 대모험! [고양],2024.03.16,2024.03.17,2024.03.17,"김근형, 김성학, 안인섭, 윤정화, 이미현, 장재동, 정세록 등",1시간 10분,24개월 이상,"R석 70,000원, S석 50,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
캐치! 티니핑: 두근두근 싱어롱 콘서트! [수원],2024.03.23,2024.03.24,2024.03.24,"공예림, 이아영, 유현주, 이겨울, 박희민, 최현진, 김혜경 등",1시간 10분,24개월 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
마리 앙투아네트,2024.02.27,2024.05.26,2024.05.26,"김소향, 이지혜, 옥주현, 윤공주, 이아름솔, 이해준, 윤소호 등",3시간,만 7세 이상,"VIP석 170,000원, R석 140,000원, S석 110,000원, A석 80,000원",,뮤지컬,공연완료,"화요일(19:30), 수요일(14:30,19:30), 목요일 ~ 금요일(19:30), 토요일(14:00,19:00), 일요일(15:00), HOL(14:00,19:00)"
"파워레인저 다이노포스, 새로운 세계 [전주]",2024.03.23,2024.03.24,2024.03.24,"조상구, 박진용, 전요경, 임준혁, 정택수, 김지혜, 고훈 등",1시간 20분,24개월 이상,"VIP석 70,000원, R석 60,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
"김성녀의 뮤지컬모노드라마, 벽 속의 요정 (A Fairy in the Wall)",2024.10.31,2024.11.10,2024.11.10,김성녀,2시간 20분,만 7세 이상,"R석 60,000원, S석 50,000원, A석 35,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(19:30), 토요일 ~ 일요일(15:00)"
슈퍼스타 뽀로로 드림콘서트 시즌2 [부천],2024.03.30,2024.03.31,2024.03.31,"정서우, 김가희, 최영선, 류지연, 황유경, 김용훈, 채다린 등",1시간 10분,12개월 이상,"1층 R석 55,000원, 2층 S석 44,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
슈퍼스타 뽀로로 드림콘서트 시즌2 [의정부],2024.03.01,2024.03.02,2024.03.02,"정서우, 김가희, 최영선, 류지연, 황유경, 김용훈, 전재광 등",1시간 10분,24개월 이상,"R석 55,000원, S석 44,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), HOL(11:00,14:00,16:30)"
"바다탐험대 옥토넛 시즌3, 바다넘어 육지까지 [인천]",2024.05.25,2024.05.26,2024.05.26,"김민수, 김지연, 최종현, 안세희, 김루나, 최선, 김하엘",1시간 05분,24개월 이상,"R석 66,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:00), 일요일(11:00,14:00)"
드라이 플라워 콘서트: 설화고등학교 예술제,2024.01.07,2024.01.08,2024.01.08,"이동수, 정찬호, 이한솔, 이종석, 변희상, 한상훈, 황두현 등",1시간 50분,만 6세 이상,"R석 65,000원, 시야제한석 40,000원",,뮤지컬,공연완료,"일요일(20:00), 월요일(16:00)"
"바다탐험대 옥토넛 시즌3, 바다넘어 육지까지 [광주]",2024.03.02,2024.03.03,2024.03.03,"김민수, 김지연, 최종현, 안세희, 김루나, 최선, 김하엘",1시간 05분,24개월 이상,"R석 66,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:00), 일요일(11:00,14:00)"
이상한 나라의 아빠,2024.01.28,2024.03.03,2024.03.03,"성기윤, 정의욱, 김가은, 이휴, 박슬기, 정현우, 홍준기 등",1시간 50분,만 7세 이상,"R석 77,000원, S석 66,000원, A석 55,000원",,뮤지컬,공연완료,"화요일(19:30), 수요일(15:00,19:30), 목요일 ~ 금요일(19:30), 토요일 ~ 일요일(14:00,18:00), HOL(14:00,18:00)"
길,2024.01.13,2024.01.28,2024.01.28,"정아미, 김대웅, 김지유, 이신기, 박경진, 박종원, 김새하 등",1시간 50분,만 8세 이상,"R석 70,000원, S석 60,000원",,뮤지컬,공연완료,"금요일(20:00), 토요일(12:00,12:30,15:30,19:00), 일요일(12:30,14:30,15:30,18:00,19:00)"
슈퍼스타 뽀로로 드림콘서트 시즌2 [부산],2024.03.09,2024.03.10,2024.03.10,"정서우, 김가희, 최영선, 류지연, 황유경, 김용훈, 채다린 등",1시간 10분,24개월 이상,"R석 55,000원, S석 44,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
"여기, 피화당 [대학로]",2024.02.07,2024.04.14,2024.04.14,"정인지, 최수진, 김이후, 조풍래, 조훈, 정다예, 장보람 등",1시간 40분,만 13세 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00)"
"헬로카봇 시즌7, 웰컴 투 파라다이스 [안양]",2024.03.16,2024.03.17,2024.03.17,"김셔니, 봉경복, 최이연, 강지선, 조성덕, 김인기, 김형진 등",1시간 05분,24개월 이상,"R석 77,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
"헬로카봇 시즌7, 웰컴 투 파라다이스 [하남]",2024.02.24,2024.02.25,2024.02.25,"김셔니, 봉경복, 최이연, 강지선, 조성덕, 김인기, 김형진 등",1시간 5분,24개월 이상,"R석 77,000원, S석 66,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
렛미플라이 [세종시],2024.01.12,2024.01.13,2024.01.13,"김태한, 김도빈, 윤공주, 안지환, 박보검, 나하나, 임예진",2시간,만 7세 이상,"R석 77,000원, S석 55,000원, 시야방해석 27,500원",,뮤지컬,공연완료,"금요일(19:30), 토요일(15:00)"
렛미플라이 [김해],2024.01.05,2024.01.06,2024.01.06,"김태한, 이형훈, 최수진, 방진의, 박보검, 안지환, 임예진 등",2시간,만 7세 이상,"R석 70,000원, S석 50,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(15:00)"
캐리tv 액티비티: 점프점프 [대전],2024.02.03,2024.02.04,2024.02.04,"김찬양, 차용현, 이한솔, 이룩, 김동은, 오세빈, 이민아 등",1시간,24개월 이상,"R석 55,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
슈퍼스타 뽀로로 드림콘서트 시즌2 [인천],2024.02.24,2024.02.25,2024.02.25,"정서우, 김가희, 최영선, 류지연, 황유경, 김용훈, 채다린 등",1시간 10분,24개월 이상,"R석 55,000원, S석 44,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
라스트 파이브 이어스,2024.01.17,2024.04.07,2024.04.07,"박지연, 민경아, 이충주, 최재림",1시간 40분,만 13세 이상,"R석 80,000원, S석 70,000원, A석 60,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(19:30), 토요일 ~ 일요일(14:00,18:00), HOL(14:00,18:00)"
틀려도 괜찮아 [고양],2024.02.17,2024.02.18,2024.02.18,"김다솔, 송주리, 전승우, 구윤희, 고승미, 정민, 임신아 등",1시간 05분,전체 관람가,"R석 55,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
엘사의 생일파티 [용산],2024.03.09,2024.03.10,2024.03.10,"서가영, 전승우, 심시원, 송주리, 정민, 구윤희, 고승미 등",1시간 05분,24개월 이상,"R석 44,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:00)"
신비한 가(家) [대전],2023.12.22,2023.12.24,2023.12.24,"김학규, 서일, 이한별, 김건영, 홍휘영, 김혜인",1시간 30분,만 7세 이상,"R석 30,000원, S석 20,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(15:00,18:00), 일요일(15:00)"
"헬로카봇 시즌7, 웰컴 투 파라다이스 [안산]",2024.02.17,2024.02.18,2024.02.18,"김셔니, 봉경복, 최이연, 강지선, 조성덕, 김인기, 김형진 등",1시간 05분,24개월 이상,"R석 77,000원, S석 66,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
마법천자문: 한자마법 대모험,2024.01.27,2024.03.03,2024.03.03,"김근형, 김성학, 안인섭, 윤정화, 이미현, 장재동, 정세록 등",1시간 10분,24개월 이상,"VIP석 70,000원, R석 50,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(11:00,14:00), 토요일 ~ 일요일(11:00,14:00,16:30), HOL(11:00,14:00,16:30)"
틀려도 괜찮아 [청주],2024.03.02,2024.03.03,2024.03.03,"김다솔, 송주리, 전승우, 구윤희, 고승미, 정민, 임신아 등",1시간 05분,24개월 이상,"R석 55,000원, S석 44,000원",,뮤지컬,공연완료,"토요일(14:00,16:00), 일요일(11:00,14:00)"
캐리tv 액티비티: 점프점프 [울산],2024.01.20,2024.01.21,2024.01.21,"김찬양, 차용현, 이한솔, 이동은, 오세빈, 이민아, 권나영 등",1시간,24개월 이상,"R석 55,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
수박수영장 [서울 관악],2023.12.22,2023.12.23,2023.12.23,"정호윤, 유시현, 성나윤, 권아린, 강단아, 김시현, 김승환 등",1시간 40분,24개월 이상,"R석 40,000원, S석 30,000원",,뮤지컬,공연완료,"금요일(11:00), 토요일(14:00,17:00)"
틀려도 괜찮아 [오산],2024.01.06,2024.01.07,2024.01.07,"김다솔, 송주리, 전승우, 구윤희, 고승미, 정민, 임신아 등",1시간 05분,24개월 이상,"R석 55,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
"제9회 B성년 페스티벌, 나를 닮은 여름에게",2023.12.07,2023.12.08,2023.12.08,"김두리, 김성현, 김유민, 김지윤, 김하준, 설재영, 유정민 등",1시간 40분,만 7세 이상,"R석 30,000원, S석 20,000원",,뮤지컬,공연완료,목요일 ~ 금요일(10:00)
"헬로카봇 시즌7, 웰컴 투 파라다이스 [부산(앵콜)]",2024.02.03,2024.02.04,2024.02.04,"김셔니, 봉경복, 최이연, 강지선, 조성덕, 김인기, 김형진 등",1시간 05분,24개월 이상,"R석 77,000원, S석 66,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
"송년음악회, 가장 완벽한 엔딩 [하남]",2023.12.28,2023.12.29,2023.12.29,"최정원, 박소연, 신영숙, 마이클리, 김소현, 손준호, 오만석 등",1시간 50분,만 7세 이상,"R석 77,000원, S석 66,000원, A석 44,000원",,뮤지컬,공연완료,목요일 ~ 금요일(19:30)
"10주년 기념공연, 레베카 [서울(앵콜)]",2023.12.14,2024.02.24,2024.02.24,"류정한, 민영기, 오만석, 신영숙, 옥주현, 장은아, 김보경 등",2시간 55분,만 7세 이상,"VIP석 170,000원, R석 140,000원, S석 110,000원, A석 80,000원",,뮤지컬,공연완료,"화요일(19:00), 수요일(14:00,19:00), 수요일(15:00), 목요일 ~ 금요일(19:00), 금요일(15:00), 토요일 ~ 일요일(14:00,19:00), HOL(14:00,19:00)"
노트르담 드 파리,2024.01.24,2024.03.24,2024.03.24,"정성화, 양준모, 윤형렬, 유리아, 정유지, 이지훈, 노윤 등",2시간 30분,만 7세 이상,"VIP석 170,000원, R석 140,000원, S석 110,000원, A석 90,000원, B석 70,000원",,뮤지컬,공연완료,"화요일(19:30), 수요일(15:00,19:30), 목요일 ~ 금요일(19:30), 토요일(14:00,18:30), 일요일(14:00), HOL(14:00,18:30)"
내일은 스타 [대학로(앵콜)],2023.11.12,2023.11.19,2023.11.19,"최민식, 최혜란, 한지혜, 차제이, 서동유, 차건수, 차혜준 등",1시간 30분,만 7세 이상,"R석 50,000원, S석 36,000원",,뮤지컬,공연완료,일요일(16:00)
삼총사 [제주],2024.01.05,2024.01.07,2024.01.07,"박장현, 이회택, 최민기, 유태양, 전민규, 이건명, 최대철 등",2시간 30분,만 7세 이상,"VIP석 150,000원, R석 130,000원, S석 100,000원, A석 70,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일 ~ 일요일(14:00,18:30)"
오페라의 유령 [대구],2023.12.22,2024.02.04,2024.02.04,"조승우, 최재림, 김주택, 손지수, 송은혜, 송원근, 황건하 등",2시간 30분,만 7세 이상,"VIP석 190,000원, R석 160,000원, S석 130,000원, A석 90,000원, B석 70,000원",,뮤지컬,공연완료,"화요일(19:30), 수요일(14:30,19:30), 목요일(19:30), 금요일(14:30,19:30), 토요일(14:00,19:00), 일요일(15:00)"
최고다 호기심딱지 [성남],2023.12.23,2023.12.24,2023.12.24,"김원구, 임재은, 김류하, 장효상, 이수민, 임연희, 문준호 등",1시간 20분,36개월 이상,"R석 66,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
은하철도의 밤,2023.12.20,2024.03.03,2024.03.03,"박정원, 김리현, 홍성원, 정지우, 정상윤, 윤승우, 윤소호 등",1시간 40분,만 13세 이상,"R석 70,000원, S석 50,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00), HOL(14:00,18:00)"
번개맨: 전설의 시작 [서울(앵콜)],2024.01.10,2024.01.14,2024.01.14,"허만, 윤다희, 천송이, 박찬미, 김기람, 이진욱, 이나영 등",1시간 10분,24개월 이상,"VIP석 70,000원, R석 60,000원, S석 50,000원",,뮤지컬,공연완료,"수요일 ~ 금요일(11:00,14:00), 토요일 ~ 일요일(11:00,14:00,17:00)"
스쿨 오브 락 월드투어 [서울],2024.01.12,2024.03.24,2024.03.24,"코너 글룰리, 케일리 오코너, 토비 마일즈, 테이라 해퍼드, 루빈 브라운, 스테프 아사모아, 토비아스 찰스 등",2시간 30분,만 7세 이상,"R석 170,000원, OP석 170,000원, S석 140,000원, A석 90,000원, B석 60,000원",,뮤지컬,공연완료,"화요일 ~ 목요일(19:30), 금요일(14:30,19:30), 토요일(14:00,19:00), 일요일(15:00)"
겨울나그네,2023.12.15,2024.02.25,2024.02.25,"이창섭, 한재아, 임예진, 민선예, 오진영, 진상현, 서범석 등",2시간 30분,만 13세 이상,"VIP석 150,000원, R석 130,000원, S석 90,000원, A석 60,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(19:30), 토요일(15:00,19:30), 일요일(14:00,18:30), HOL(14:00,18:30)"
"뮤지컬 콘서트, 베르사유의 장미",2023.12.02,2023.12.03,2023.12.03,"옥주현, 김지우, 이해준, 윤소호, 정백선, 장혜린, 박혜미 등",,만 7세 이상,"VIP석 132,000원, R석 110,000원, S석 88,000원, A석 66,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(14:00,19:00)"
메리셸리,2023.12.25,2024.03.17,2024.03.17,"최연우, 전성민, 김이후, 박규원, 백동현, 홍기범, 종형 등",1시간 50분,만 13세 이상,"R석 77,000원, S석 55,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00), HOL(14:00,18:00)"
그날들 [고양],2023.12.22,2023.12.24,2023.12.24,"유준상, 이건명, 오만석, 엄기준, 오종혁, 김건우, 김지현 등",2시간 45분,만 7세 이상,"VIP석 160,000원, R석 130,000원, S석 100,000원, A석 70,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
맘마미아! [울산],2024.01.05,2024.01.07,2024.01.07,"최정원, 신영숙, 김환희, 최태이, 홍지민, 김영주, 박준면 등",2시간 40분,만 7세 이상,"VIP석 150,000원, R석 130,000원, S석 99,000원, A석 77,000원, B석 55,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
그날들 [세종],2023.12.30,2023.12.31,2023.12.31,"유준상, 오만석, 이건명, 오종혁, 김건우, 김지현, 최서연 등",2시간 40분,만 8세 이상,"VIP석 160,000원, R석 130,000원, S석 100,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(14:00,19:00)"
엘사의 생일파티 [대구],2024.01.27,2024.01.28,2024.01.28,"서가영, 전승우, 심시원, 송주리, 구윤희, 고승미, 이정주 등",1시간 05분,24개월 이상,"R석 44,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:00)"
여신님이 보고 계셔 10th Anniversary,2023.11.24,2023.12.02,2023.12.02,"최호중, 성태준, 김기택, 임진섭, 윤석원, 양승리, 권동호 등",2시간,만 10세 이상,"OP석 88,000원, R석 88,000원, S석 77,000원, A석 55,000원",,뮤지컬,공연완료,"화요일(20:00), 금요일(16:00,20:00), 토요일(14:00,18:00)"
미드나잇: 액터뮤지션 [대학로],2023.12.09,2024.01.21,2024.01.21,"정인지, 조훈, 이석준, 박유덕, 황두현, 이규학, 홍륜희 등",1시간 40분,만 13세 이상,"R석 66,000원, S석 55,000원",,뮤지컬,공연완료,"화요일(20:00), 수요일(16:00,20:00), 목요일(20:00), 금요일(16:00,20:00), 토요일(15:00,19:00), 일요일(14:00,18:00), HOL(14:00,18:00)"
결투,2023.12.02,2024.02.25,2024.02.25,"박준형, 박경호, 박상혁, 이준우, 권태하, 조성필, 이승현 등",1시간 50분,만 12세 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"화요일(20:00), 수요일(16:00,20:00), 목요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00), HOL(14:00,18:00)"
틀려도 괜찮아 [부산],2024.01.13,2024.01.14,2024.01.14,"김다솔, 송주리, 전승우, 구윤희, 고승미, 정민, 임신아 등",1시간 05분,24개월 이상,"R석 50,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:00), 일요일(11:00,13:30,15:30)"
